zone,state,lga,sector,ea,hhid,cropcode,phl_q02_1,phl_q03_1,phl_q04_1,phl_q05_1,phl_q06_1,phl_q07__1_1,phl_q07__2_1,phl_q07__3_1,phl_q07__4_1,phl_q07__5_1,phl_q07__6_1,phl_q02_2,phl_q03_2,phl_q04_2,phl_q05_2,phl_q06_2,phl_q07__1_2,phl_q07__2_2,phl_q07__3_2,phl_q07__4_2,phl_q07__5_2,phl_q07__6_2,phl_q02_3,phl_q03_3,phl_q04_3,phl_q05_3,phl_q06_3,phl_q07__1_3,phl_q07__2_3,phl_q07__3_3,phl_q07__4_3,phl_q07__5_3,phl_q07__6_3,phl_q08__1,phl_q09_1,phl_q10_1,phl_q11_1,phl_q12__1_1,phl_q12__2_1,phl_q12__3_1,phl_q12__4_1,phl_q12__5_1,phl_q12__6_1,phl_q08__2,phl_q09_2,phl_q10_2,phl_q11_2,phl_q12__1_2,phl_q12__2_2,phl_q12__3_2,phl_q12__4_2,phl_q12__5_2,phl_q12__6_2,phl_q08__3,phl_q09_3,phl_q10_3,phl_q11_3,phl_q12__1_3,phl_q12__2_3,phl_q12__3_3,phl_q12__4_3,phl_q12__5_3,phl_q12__6_3
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29124,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,1. YES,30,3,3,30000,1,1,0,0,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,30,3,3,1,1,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29124,1080. MAIZE,1. YES,7,3,3,25000,1,0,1,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,7,3,3,1,1,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29127,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29127,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29127,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29127,"1121. YAM, WHITE",2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29128,1010. BEANS/COWPEA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29128,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29130,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,4,5,6,1,1,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29130,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,5,3,5,1,1,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29131,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29132,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,212. MAYO BELWA,2. RURAL,1254,29132,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,1. URBAN,1010,29133,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,3,1,4,1,0,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,1. URBAN,1010,29133,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,1,3,1,0,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,1. URBAN,1010,29139,1080. MAIZE,1. YES,3,3,6,2000,1,1,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,2,4,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,1. URBAN,1010,29139,1110. RICE,1. YES,3,1,6,2000,1,0,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,3,6,1,0,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,1. URBAN,1010,29142,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,2,3,5,2000,1,1,1,1,0,0,1,2,3,4,1500,1,1,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,1. URBAN,1010,29144,1080. MAIZE,1. YES,2,5,6,2000,1,1,1,0,0,0,1. YES,3,4,5,1500,1,1,1,1,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29147,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29147,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29147,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29148,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29148,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29148,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29149,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29149,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29150,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,3,2,4,1,0,0,0,0,0,1. YES,3,2,4,1,0,0,0,0,0
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29150,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,2,4,1,0,0,0,0,0,1. YES,1,2,4,1,0,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29151,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29152,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29153,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29154,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,2,2,4,1,0,0,0,0,0,1. YES,3,1,4,1,0,0,0,0,0
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29154,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,1,3,1,0,0,0,0,0,1. YES,2,1,4,1,0,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29155,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29155,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29156,1080. MAIZE,1. YES,2,6,5,1500,1,1,1,1,0,0,1. YES,2,5,5,1500,1,1,1,1,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,2,5,5,1,1,1,1,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1282,29156,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29160,1080. MAIZE,1. YES,5,2,6,1500,1,0,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,1,2,1,0,0,0,0,0,1. YES,2,1,3,1,0,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29161,1080. MAIZE,1. YES,3,1,4,2000,1,1,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,3,4,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29161,1110. RICE,1. YES,3,2,5,6000,1,1,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,2,5,1,1,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29162,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29162,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29163,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29163,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29166,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29166,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,213. MICHIKA,2. RURAL,1406,29166,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29169,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29169,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29170,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29171,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29172,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29173,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29174,1010. BEANS/COWPEA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29174,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29175,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29175,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29176,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29176,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,4,1,4,1,0,0,0,0,0,1. YES,3,1,5,1,0,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29176,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,1,2,1,0,0,0,0,0,2. NO,,,,,,,,,,1. YES,3,1,3,1,0,0,0,0,0
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29178,1010. BEANS/COWPEA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,2,3,4,1,0,0,0,0,0,1. YES,3,2,4,1,0,0,0,0,0
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29178,1040. COCOYAM,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29178,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,1. YES,2,2,4,1,0,0,0,0,0,1. YES,2,2,4,1,0,0,0,0,0
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29178,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,3,1,5,1,0,0,0,0,0,1. YES,2,1,4,1,0,0,0,0,0,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29179,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29179,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,215. MUBI SOUTH,2. RURAL,814,29179,2220. SOYA BEANS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29181,1010. BEANS/COWPEA,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29181,1080. MAIZE,1. YES,3,4,4,2000,0,0,0,0,0,1,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29181,1110. RICE,1. YES,3,2,6,2000,0,0,0,0,0,1,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,0,29182,1080. MAIZE,1. YES,3,3,6,2500,1,1,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29185,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,3,4,0,1,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29185,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,3,5,1,1,1,1,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29185,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,3,5,1,1,1,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29186,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29186,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29187,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29187,1070. GUINEA CORN (SORGHUM),2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29187,2020. BAMBARA NUT,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,207. HONG,2. RURAL,0,29188,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,207. HONG,2. RURAL,0,29188,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29189,1060. GROUND NUT/PEANUTS,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,218. SONG,2. RURAL,1624,29189,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29193,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29193,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29194,1080. MAIZE,1. YES,5,4,6,2000,1,0,0,0,0,1,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29194,1110. RICE,1. YES,5,7,6,1500,1,1,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29194,2040. BEENI-SEED/SESAME,1. YES,5,4,6,1500,1,1,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29196,1080. MAIZE,2. NO,,,,,,,,,,,1. YES,8,3,5,1500,1,1,1,1,0,0,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29196,"1121. YAM, WHITE",1. YES,3,7,6,2000,0,1,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29196,2040. BEENI-SEED/SESAME,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29198,1080. MAIZE,1. YES,4,3,5,1500,0,1,0,0,0,1,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29198,"1124. YAM, THREE LEAVED",1. YES,5,4,6,2000,0,1,0,1,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29199,1080. MAIZE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,3,6,1,0,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29200,1080. MAIZE,1. YES,3,3,6,3000,1,0,0,0,0,0,2. NO,,,,,,,,,,,2,,,,,,,,,,,1. YES,2,3,6,1,0,0,0,0,0,2. NO,,,,,,,,,,2. NO,,,,,,,,,
2. North East,2. Adamawa,219. TOUNGO,2. RURAL,124,29200,1110. RICE,2. NO,,,,,,,,,,,2. NO,,,,,,,,,,,2,,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,,2. NO,,,,,,,,,
